model,horizon_h,feature,importance,is_neighbor_feature
lightgbm,4,center_pressure_msl_minus_neighbor_mean,83.0,True
lightgbm,5,temperature_2m,419.0,False
lightgbm,5,relative_humidity_2m,36.0,False
lightgbm,5,pressure_msl,515.0,False
lightgbm,5,surface_pressure,288.0,False
lightgbm,5,dew_point_2m,426.0,False
lightgbm,5,precipitation,15.0,False
lightgbm,5,cloud_cover,38.0,False
lightgbm,5,wind_speed_10m,165.0,False
lightgbm,5,wind_direction_10m,1790.0,False
lightgbm,5,temperature_dew_point_spread,96.0,False
lightgbm,5,pressure_msl_change_3h,1244.0,False
lightgbm,5,pressure_msl_change_6h,1601.0,False
lightgbm,5,precipitation_lag_1h,82.0,False
lightgbm,5,precipitation_lag_2h,128.0,False
lightgbm,5,precipitation_lag_3h,144.0,False
lightgbm,5,precipitation_lag_6h,187.0,False
lightgbm,5,precipitation_sum_past_3h,127.0,False
lightgbm,5,precipitation_sum_past_6h,258.0,False
lightgbm,5,precipitation_sum_past_12h,530.0,False
lightgbm,5,precipitation_sum_past_24h,902.0,False
lightgbm,5,cloud_cover_lag_1h,271.0,False
lightgbm,5,cloud_cover_lag_3h,529.0,False
lightgbm,5,cloud_cover_lag_6h,711.0,False
lightgbm,5,humidity_lag_1h,295.0,False
lightgbm,5,humidity_lag_3h,663.0,False
lightgbm,5,humidity_lag_6h,1028.0,False
lightgbm,5,wind_speed_lag_1h,299.0,False
lightgbm,5,wind_speed_lag_3h,681.0,False
lightgbm,5,hour_sin,984.0,False
lightgbm,5,hour_cos,1085.0,False
lightgbm,5,month_sin,1677.0,False
lightgbm,5,month_cos,1439.0,False
lightgbm,5,grid_row,326.0,False
lightgbm,5,grid_column,210.0,False
lightgbm,5,latitude,51.0,False
lightgbm,5,longitude,57.0,False
lightgbm,5,neighbor_count,5.0,True
lightgbm,5,neighbor_precipitation_mean,293.0,True
lightgbm,5,neighbor_precipitation_max,166.0,True
lightgbm,5,neighbor_precipitation_sum,57.0,True
lightgbm,5,neighbor_rain_count,22.0,True
lightgbm,5,neighbor_rain_rate,153.0,True
lightgbm,5,neighbor_cloud_cover_mean,458.0,True
lightgbm,5,neighbor_cloud_cover_max,238.0,True
lightgbm,5,neighbor_relative_humidity_mean,365.0,True
lightgbm,5,neighbor_relative_humidity_max,426.0,True
lightgbm,5,neighbor_pressure_msl_mean,1351.0,True
lightgbm,5,neighbor_pressure_msl_min,1135.0,True
lightgbm,5,neighbor_pressure_msl_max,986.0,True
lightgbm,5,neighbor_temperature_2m_mean,1076.0,True
lightgbm,5,neighbor_dew_point_2m_mean,1753.0,True
lightgbm,5,neighbor_temperature_dew_point_spread_mean,380.0,True
lightgbm,5,neighbor_wind_speed_10m_mean,778.0,True
lightgbm,5,neighbor_wind_speed_10m_max,595.0,True
lightgbm,5,row_minus_precipitation_mean,89.0,True
lightgbm,5,row_plus_precipitation_mean,46.0,True
lightgbm,5,column_minus_precipitation_mean,93.0,True
lightgbm,5,column_plus_precipitation_mean,44.0,True
lightgbm,5,row_minus_cloud_cover_mean,289.0,True
lightgbm,5,row_plus_cloud_cover_mean,179.0,True
lightgbm,5,column_minus_cloud_cover_mean,266.0,True
lightgbm,5,column_plus_cloud_cover_mean,215.0,True
lightgbm,5,neighbor_precipitation_mean_minus_center,35.0,True
lightgbm,5,neighbor_cloud_cover_mean_minus_center,49.0,True
lightgbm,5,neighbor_relative_humidity_mean_minus_center,93.0,True
lightgbm,5,center_pressure_msl_minus_neighbor_mean,68.0,True
lightgbm,6,temperature_2m,372.0,False
lightgbm,6,relative_humidity_2m,27.0,False
lightgbm,6,pressure_msl,459.0,False
lightgbm,6,surface_pressure,327.0,False
lightgbm,6,dew_point_2m,420.0,False
lightgbm,6,precipitation,22.0,False
lightgbm,6,cloud_cover,35.0,False
lightgbm,6,wind_speed_10m,158.0,False
lightgbm,6,wind_direction_10m,1824.0,False
lightgbm,6,temperature_dew_point_spread,78.0,False
lightgbm,6,pressure_msl_change_3h,1306.0,False
lightgbm,6,pressure_msl_change_6h,1480.0,False
lightgbm,6,precipitation_lag_1h,84.0,False
lightgbm,6,precipitation_lag_2h,123.0,False
lightgbm,6,precipitation_lag_3h,125.0,False
lightgbm,6,precipitation_lag_6h,191.0,False
lightgbm,6,precipitation_sum_past_3h,160.0,False
lightgbm,6,precipitation_sum_past_6h,279.0,False
lightgbm,6,precipitation_sum_past_12h,568.0,False
lightgbm,6,precipitation_sum_past_24h,902.0,False
lightgbm,6,cloud_cover_lag_1h,314.0,False
lightgbm,6,cloud_cover_lag_3h,522.0,False
lightgbm,6,cloud_cover_lag_6h,779.0,False
lightgbm,6,humidity_lag_1h,321.0,False
lightgbm,6,humidity_lag_3h,574.0,False
lightgbm,6,humidity_lag_6h,939.0,False
lightgbm,6,wind_speed_lag_1h,375.0,False
lightgbm,6,wind_speed_lag_3h,683.0,False
lightgbm,6,hour_sin,962.0,False
lightgbm,6,hour_cos,1128.0,False
lightgbm,6,month_sin,1639.0,False
lightgbm,6,month_cos,1455.0,False
lightgbm,6,grid_row,326.0,False
lightgbm,6,grid_column,203.0,False
lightgbm,6,latitude,67.0,False
lightgbm,6,longitude,58.0,False
lightgbm,6,neighbor_count,10.0,True
lightgbm,6,neighbor_precipitation_mean,256.0,True
lightgbm,6,neighbor_precipitation_max,190.0,True
lightgbm,6,neighbor_precipitation_sum,40.0,True
lightgbm,6,neighbor_rain_count,16.0,True
lightgbm,6,neighbor_rain_rate,170.0,True
lightgbm,6,neighbor_cloud_cover_mean,459.0,True
lightgbm,6,neighbor_cloud_cover_max,225.0,True
lightgbm,6,neighbor_relative_humidity_mean,356.0,True
lightgbm,6,neighbor_relative_humidity_max,318.0,True
lightgbm,6,neighbor_pressure_msl_mean,1391.0,True
lightgbm,6,neighbor_pressure_msl_min,1065.0,True
